date,時,気圧(hPa),気圧(hPa).1,降水量 (mm),気温 (℃),露点 温度 (℃),蒸気圧 (hPa),湿度 (％),風向・風速(m/s),風向・風速(m/s).1,日照 時間 (h),全天 日射量 (MJ/㎡),雪(cm),雪(cm).1,天気,雲量,視程 (km)
2018-09-09,時,現地,海面,降水量 (mm),気温 (℃),露点 温度 (℃),蒸気圧 (hPa),湿度 (％),風速,風向,日照 時間 (h),全天 日射量 (MJ/㎡),降雪,積雪,天気,雲量,視程 (km)
2018-09-09,1,1011.4,1014.2,--,26.3,23.4,28.8,84,4.4,南南西,,,×,×,,,
2018-09-09,2,1011.3,1014.1,--,26.7,24.2,30.1,86,5.0,南,,,×,×,,,
2018-09-09,3,1011.1,1013.9,--,26.4,23.3,28.6,83,4.8,南,,,×,×,,9,20.0
2018-09-09,4,1011.5,1014.3,--,26.2,22.7,27.6,81,3.4,南,,,×,×,,,
2018-09-09,5,1011.4,1014.2,--,26.3,24.0,29.8,87,4.8,南南西,,0.00,×,×,,,
2018-09-09,6,1011.5,1014.3,--,26.4,24.3,30.3,88,4.3,南,0.0,0.07,×,×,,8,20.0
2018-09-09,7,1011.6,1014.4,--,27.8,24.7,31.0,83,4.6,南,0.7,0.62,×,×,,,
2018-09-09,8,1011.4,1014.1,--,29.8,24.4,30.6,73,5.2,南,0.9,1.75,×,×,,,
2018-09-09,9,1011.7,1014.4,--,30.0,23.7,29.3,69,5.0,南,0.9,1.96,×,×,,8,25.0
2018-09-09,10,1011.7,1014.4,--,29.7,23.6,29.2,70,5.2,南南西,0.4,1.36,×,×,,,
2018-09-09,11,1011.5,1014.2,--,29.4,24.3,30.3,74,4.5,南,0.3,1.41,×,×,,,
2018-09-09,12,1011.2,1013.9,--,31.7,22.7,27.6,59,4.2,南,0.8,2.76,×,×,,7,25.0
2018-09-09,13,1011.1,1013.8,--,31.2,22.5,27.3,60,6.2,南南東,0.9,2.82,×,×,,,
2018-09-09,14,1010.8,1013.5,--,31.5,22.5,27.3,59,7.7,南南東,0.9,2.35,×,×,,,
2018-09-09,15,1010.6,1013.3,--,31.6,21.8,26.0,56,4.6,南,0.9,2.11,×,×,,6,25.0
2018-09-09,16,1010.8,1013.5,--,29.7,21.6,25.9,62,6.4,南,0.8,1.18,×,×,,,
2018-09-09,17,1011.1,1013.8,--,28.2,23.4,28.7,75,4.5,南南東,0.4,0.37,×,×,,,
2018-09-09,18,1011.3,1014.0,--,27.9,22.4,27.1,72,4.8,南,0.2,0.14,×,×,,8,20.0
2018-09-09,19,1012.0,1014.8,--,27.7,22.9,27.9,75,5.9,南,,0.00,×,×,,,
2018-09-09,20,1012.8,1015.6,--,27.2,23.7,29.2,81,3.3,南,,,×,×,,,
2018-09-09,21,1012.5,1015.3,--,27.0,24.3,30.3,85,4.3,南南東,,,×,×,,10-,20.0
2018-09-09,22,1013.0,1015.8,--,26.9,23.8,29.4,83,4.3,南,,,×,×,,,
2018-09-09,23,1012.9,1015.7,--,26.8,24.1,30.0,85,4.6,南,,,×,×,,,
2018-09-09,24,1012.5,1015.3,--,26.8,24.3,30.3,86,3.9,南南東,,,×,×,,,
